artists,album_name,track_name
Sonu Nigam;Shreya Ghoshal,Om Shanti Om,Main Agar Kahoon
Lucky Ali,Sunoh,O Sanam
A.R. Rahman;Chinmayi;Murtuza Khan;Qadir Khan,Guru (Original Motion Picture Soundtrack),Tere Bina
Monty Sharma;Shaan,Saawariya (Original Motion Picture Soundtrack),Jab Se Tere Naina
Shankar-Ehsaan-Loy;Shankar Mahadevan;Caralisa Monteiro;Shafqat Amanat Ali,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),Mitwa
Shankar-Ehsaan-Loy;Sonu Nigam,Kal Ho Naa Ho (Original Motion Picture Soundtrack),Kal Ho Naa Ho
A.R. Rahman;S. P. Balasubrahmanyam;K. S. Chithra,Roja (Original Motion Picture Soundtrack),Yeh Haseen Vadiyan Yeh Khula Aasman
Kamaal Khan,Pyaar Kiya To Darna Kya,O O Jaane Jaana
Jatin-Lalit;Udit Narayan;Alka Yagnik,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai
Jatin-Lalit;Amit Kumar;Sonu Nigam;Alka Yagnik;Udit Narayan;Kavita Krishnamurthy,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Bole Chudiyan
Shreya Ghoshal,Rab Ne Bana Di Jodi (Original),Tujh Mein Rab Dikhta Hai - Ii
Kumar Sanu;Alka Yagnik,Kuch Kuch Hota Hai,Ladki Badi Anjani Hai
Sunidhi Chauhan;Vishal Dadlani,Tees Maar Khan,Sheila Ki Jawani
Sonu Nigam;Shreya Ghoshal,Main Hoon Na,Main Hoon Na
Shankar-Ehsaan-Loy;Sadhana Sargam;Sujata Bhattacharya;Udit Narayan;Sonu Nigam,Kal Ho Naa Ho (Original Motion Picture Soundtrack),Maahi Ve
A.R. Rahman;Asha Bhosle;Udit Narayan;Vaishali Samant,Lagaan (Original Motion Picture Soundtrack),Radha Kaise Na Jale
Shankar Mahadevan;Shreya Ghoshal,Chandni Chowk To China,Tere Naina
Udit Narayan;Alka Yagnik,Hum Dil De Chuke Sanam,Chand Chhupa Badal Mein
A.R. Rahman;Naresh Iyer,Rang De Basanti (Original Motion Picture Soundtrack),Roobaroo
Kavita Krishnamurthy;Udit Narayan;Alka Yagnik,Kuch Kuch Hota Hai,Koi Mil Gaya
Sandesh Shandilya;Sonu Nigam;Alka Yagnik,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),You Are My Soniya
Sandesh Shandilya;Sonu Nigam;Alka Yagnik,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Suraj Hua Maddham
Jatin-Lalit;Udit Narayan;Alka Yagnik,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Yeh Ladka Hai Allah
Shankar Mahadevan,Dil Chahta Hai,Dil Chahta Hai
Jatin-Lalit;Lata Mangeshkar;Udit Narayan;Anand Bakshi,Mohabbatein,Humko Humise Chura Lo
Kumar Sanu;Udit Narayan;Alka Yagnik;Kavita Krishnamurthy,Ishq (Original Motion Picture Soundtrack),Neend Churayee Meri
One Direction,FOUR (Deluxe),Night Changes
Ruth B.,Safe Haven,Dandelions
Ed Sheeran,÷ (Deluxe),Perfect
Ed Sheeran,÷ (Deluxe),Shape of You
Jaymes Young,Feel Something,Infinity
ZAYN;Sia,Icarus Falls,Dusk Till Dawn (feat. Sia) - Radio Edit
One Direction,Up All Night,What Makes You Beautiful
One Direction,FOUR (Deluxe),Steal My Girl
Ed Sheeran,x (Deluxe Edition),Photograph
Alex & Sierra,It's About Us,Little Do You Know
One Direction,Midnight Memories (Deluxe),Story of My Life
James Arthur,Back from the Edge,Say You Won't Let Go
Sonu Nigam;Sabri Brothers,Main Hoon Na,Tumse Milke Dil Ka
The Outfield,Play Deep,Your Love
Todd Rundgren,The Very Best of Todd Rundgren,Hello It's Me
The Romantics,The Romantics,What I Like About You
The Lemonheads,It's A Shame About Ray (Expanded Edition),Mrs. Robinson - Remastered
The Cars,Heartbeat City (Expanded Edition),You Might Think
The Romantics,In Heat,Talking In Your Sleep
The Outfield,Play Deep,All the Love in the World
The Lemonheads,Come On Feel The Lemonheads,Into Your Arms
Weezer,Pacific Daydream,Feels Like Summer
Dinosaur Jr.,Without a Sound,Feel the Pain
The Replacements,Tim (Expanded),Swingin Party - 2008 Remaster
Weezer,Weezer (Teal Album),Africa
The Cars,Heartbeat City,Magic
Nada Surf,High/Low,Popular
The Replacements,Let It Be (Expanded),Androgynous
Deorro;Chris Brown,Good Evening,Five More Hours
Calvin Harris;Florence Welch,18 Months,Sweet Nothing (feat. Florence Welch)
Calvin Harris;Rag'n'Bone Man,Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man)
Marshmello;Khalid;ILLENIUM,Silence (Illenium Remix),Silence - Illenium Remix
Tujamo,Drop That Low (When I Dip),Drop That Low (When I Dip)
Armin van Buuren;Trevor Guthrie,Intense,This Is What It Feels Like
Marshmello,Joytime,Summer
Marshmello;Omar LinX,Joytime,Keep It Mello (feat. Omar LinX)
Calvin Harris;Ayah Marar,18 Months,Thinking About You (feat. Ayah Marar)
Dimitri Vegas & Like Mike;MOGUAI,Mammoth,Mammoth
Calvin Harris;Ne-Yo,18 Months,Let's Go (feat. Ne-Yo)
Marshmello;Wrabel,Ritual (feat. Wrabel),Ritual (feat. Wrabel)
Marshmello;A Day To Remember,Joytime III,Rescue Me
Calvin Harris;Example,18 Months,We'll Be Coming Back (feat. Example)
Calvin Harris;Big Sean,Motion,Open Wide (feat. Big Sean)
R3HAB;VINAI,How We Party,How We Party
Calvin Harris;Tinie Tempah,18 Months,Drinking from the Bottle (feat. Tinie Tempah)
Afrojack;Martin Garrix,Turn Up The Speakers,Turn up the Speakers - Radio Edit
Oliver Heldens;Becky Hill,Gecko (Overdrive) [Radio Edit],Gecko (Overdrive) - Radio Edit
Calvin Harris;HAIM,Motion,Pray to God (feat. HAIM)
MAKJ;Timmy Trumpet;Andrew W.K.,Party Till We Die (feat. Andrew W.K.),Party Till We Die (feat. Andrew W.K.)
Tim Berg;Avicii,Seek Bromance,Seek Bromance - Avicii Vocal Edit
Above & Beyond;Richard Bedford,Group Therapy,Sun & Moon - Original Mix
Calvin Harris;Kelis,18 Months,Bounce (feat. Kelis) - Radio Edit
Pink Floyd,The Division Bell,High Hopes
Pink Floyd,The Division Bell,Coming Back to Life
Pink Floyd,A Momentary Lapse of Reason,Learning to Fly
Pink Floyd,The Division Bell,Lost for Words
Pink Floyd,The Division Bell,What Do You Want from Me
Pink Floyd,The Division Bell,Marooned
Pink Floyd,The Division Bell,Poles Apart
Pink Floyd,The Final Cut,The Final Cut
Pink Floyd,A Momentary Lapse of Reason,On the Turning Away
Pink Floyd,The Division Bell,Wearing the Inside Out
Pink Floyd,The Division Bell,Take It Back
Spiritualized,Ladies and gentlemen we are floating in space,Ladies and gentlemen we are floating in space
Pink Floyd,The Division Bell,Keep Talking
The Monkees,Good Times! (Deluxe Edition),Me & Magdalena
The Brian Jonestown Massacre,Their Satanic Majesties' Second Request,Anemone
Pink Floyd,The Division Bell,A Great Day for Freedom
Tim Buckley,Works In Progress,Song to the Siren - Take 7
The Poppy Family;Terry Jacks;Susan Jacks,A Good Thing Lost: 1968-1973,Where Evil Grows
Iron Butterfly,Light and Heavy/The Best of...,In-A-Gadda-Da-Vida - Single Version
Jimi Hendrix,"People, Hell & Angels",Hear My Train a Comin'
The Monkees,The Best of The Monkees,I'm a Believer
The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster
Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll
The Clash,Combat Rock (Remastered),Should I Stay or Should I Go - Remastered
Hot Chelle Rae;Demi Lovato,Whatever,Why Don't You Love Me (feat. Demi Lovato)
Hot Chelle Rae,Whatever,Tonight Tonight
3OH!3,Dirty Mind,Dirty Mind
All Time Low,"So Wrong, It's Right","Dear Maria, Count Me In"
The Smiths,The Smiths,This Charming Man - 2011 Remaster
The Smiths,Louder Than Bombs,Asleep - 2011 Remaster
Boys Like Girls;Taylor Swift,Love Drunk,Two Is Better Than One (feat. Taylor Swift)
Dropkick Murphys,The Warrior's Code,I'm Shipping Up To Boston
The Smiths,Hatful of Hollow,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster"
Joan Jett & the Blackhearts,Bad Reputation (Expanded Edition),Bad Reputation
All Time Low,Nothing Personal (Deluxe Version),Therapy
Joan Jett & the Blackhearts,Up Your Alley,I Hate Myself for Loving You
Set It Off;Ash Costello,Cinematics (Expanded Edition),Partners in Crime (feat. Ash Costello)
The Psychedelic Furs,Forever Now,Love My Way
Korol i Shut,Акустический альбом,Кукла колдуна
The Smiths,The Queen Is Dead,I Know It's Over - 2011 Remaster
Waterparks,FANDOM,I Miss Having Sex But At Least I Don't Wanna Die Anymore
Joy Division,Love Will Tear Us Apart,Love Will Tear Us Apart - 2020 Remaster
The Stranglers,La Folie,Golden Brown
blink-182,NINE,I Really Wish I Hated You
The Smiths,Hatful of Hollow,How Soon Is Now? - 2011 Remaster
3OH!3;Katy Perry;Matt Squire,WANT (Deluxe),STARSTRUKK (feat. Katy Perry)
Hot Chelle Rae,Hung Up,Hung Up
Waterparks,Double Dare,Stupid for You
The Smiths,Hatful of Hollow,This Night Has Opened My Eyes - 2011 Remaster
All Time Low,Nothing Personal (Deluxe Version),Weightless
Hot Chelle Rae,Don't Say Goodnight,Don't Say Goodnight
The Smiths,The Queen Is Dead,Bigmouth Strikes Again - 2011 Remaster
Boys Like Girls,Crazy World,Be Your Everything
Hot Chelle Rae;New Boyz,Whatever,I Like It Like That (feat. New Boyz)
Kino,Звезда по имени Солнце,Звезда по имени Солнце
Bowling For Soup,A Hangover You Don't Deserve,1985
Kino,Последний герой,Группа крови
The Jesus and Mary Chain,Psychocandy (Expanded Version),Just Like Honey
Kino,Звезда по имени Солнце,Пачка сигарет
Kino,Последний герой,Хочу перемен
Green Day,Greatest Hits: God's Favorite Band,Boulevard of Broken Dreams
Green Day,American Idiot,Wake Me up When September Ends
Green Day,American Idiot,American Idiot
Cobra Starship;Sabi,Night Shades,You Make Me Feel... (feat. Sabi)
Green Day,American Idiot,Holiday / Boulevard of Broken Dreams
Green Day,Dookie,When I Come Around
Green Day,American Idiot,Jesus of Suburbia
Le Tigre,Le Tigre,Deceptacon
Metro Station,Metro Station,Shake It
Lebanon Hanover,Tomb for Two,Gallowdance
Green Day,Revolution Radio,Still Breathing
Green Day,Dookie,Welcome to Paradise
Green Day;John Gallagher Jr.;Rebecca Naomi Jones;Stark Sands;The American Idiot Broadway Company,American Idiot - The Original Broadway Cast Recording,"Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)"
Green Day,¡UNO!,Oh Love
Green Day,American Idiot,Give Me Novacaine / She's a Rebel
Green Day,Insomniac,Brain Stew
Green Day,Dookie,She
Lil Tjay,True 2 Myself,Sex Sounds
Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Put Your Head On My Shoulder
Lil Tjay,True 2 Myself,F.N
Julio Preciado Y Su Banda Perla Del Pacifico,Como Este Loco,Como Este Loco
Lil Tjay,True 2 Myself,Leaked
Valentín Elizalde,17 Exitos en Honor a Mi Padre,La Suavecita
Lil Tjay;Jay Critch,True 2 Myself,Ruthless (feat. Jay Critch)
Lulu Santos,O Último Romântico 2,Lá vem o sol
Lil Tjay,True 2 Myself,Hold On
Lil Tjay,True 2 Myself,One Take
Lil Tjay,Resume,Resume
Lil Tjay;Lil Durk,True 2 Myself,Brothers (feat. Lil Durk) - Remix
MAGIC!,Don't Kill the Magic,Rude
Dirty Heads,Vacation,Vacation
Camilo;Pedro Capó,Tutu,Tutu
Inner Circle,Blazzin' Fire,Bad Boys (Theme from COPS)
Inner Circle,Blazzin' Fire,Sweat (A La La La La Long)
CNCO,Primera Cita,Reggaetón Lento (Bailemos)
Becky G;Bad Bunny,MALA SANTA,Mayores
Becky G,Can't Stop Dancin',Can't Stop Dancin'
Big Mountain;Tom Lord-Alge,The Best of Big Mountain,"Baby, I Love Your Way"
IAmChino;Pitbull;Yandel;El Chacal,Ay Mi Dios,Ay Mi Dios
Becky G,MALA SANTA,MALA SANTA
Elvis Presley,Elvis 30 #1 Hits,(You're The) Devil in Disguise
Elvis Presley,Elvis 30 #1 Hits,Can't Help Falling In Love
The Champs,Greatest Hits / Tequila,Tequila
The Archies,"The Very Best Of ""The Archies""","Sugar, Sugar"
Elvis Presley,The Essential Elvis Presley,The Wonder of You
The Everly Brothers,Best Of The Everly Brothers - Rare Solo Classics,Let It Be Me
The Crystals,Da Doo Ron Ron: The Very Best of The Crystals,Then He Kissed Me
Roy Orbison,Mystery Girl,You Got It
The Drifters,Save the Last Dance for Me,Save the Last Dance for Me
Elvis Presley,Elvis 30 #1 Hits,It's Now or Never
Elvis Presley,The Essential Elvis Presley,A Little Less Conversation
Bobby Darin,The Ultimate Bobby Darin,Dream Lover
Bruce Channel,Hey! Baby (Deluxe Edition Remastered),Hey! Baby - Remastered
The Crystals,Da Doo Ron Ron: The Very Best of The Crystals,Da Doo Ron Ron (When He Walked Me Home)
Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Puppy Love - Remix
Bobby Vinton,16 Most Requested Songs,Blue Velvet
Roy Orbison,The Essential Roy Orbison,I Drove All Night
Don Gibson,RCA Country Legends: Don Gibson,Sea of Heartbreak
Panic! At The Disco,Death of a Bachelor,House of Memories
Twenty One Pilots,Heathens,Heathens
Kodaline,In A Perfect World (Expanded Edition),All I Want
Unlike Pluto;Mike Taylor,Everything Black,Everything Black
The Script,No Sound Without Silence,Superheroes
Rachel Platten,Wildfire,Fight Song
Survivor,Rocky IV,Eye of the Tiger
MKTO,MKTO,Classic
Eurythmics;Annie Lennox;Dave Stewart,Sweet Dreams (Are Made Of This),Sweet Dreams (Are Made of This) - Remastered
Christina Perri;Steve Kazee,The Twilight Saga: Breaking Dawn - Part 2 (Original Motion Picture Soundtrack),A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack
Dido,No Angel,Thank You
James Blunt,Back to Bedlam,You're Beautiful
The Script,The Script,The Man Who Can't Be Moved
a-ha,Hunting High and Low,Take on Me
Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Danger Zone - From ""Top Gun"" Original Soundtrack"
Neil Sedaka,All Time Greatest Hits,Oh! Carol
Elvis Presley,Elvis 30 #1 Hits,Return to Sender
Elvis Presley,Elvis 30 #1 Hits,(Marie's The Name) His Latest Flame
Elvis Presley,The Essential Elvis Presley,Blue Suede Shoes - Remastered
Roy Orbison,Mystery Girl,She's a Mystery to Me
Roy Orbison,Mystery Girl,California Blue
The Coasters,The Coasters,Down in Mexico
Powfu;Rxseboy,Letter's You Never Received,Would Look Perfect
Snøw;Teqkoi,You Don't Want Me Anymore,You Don't Want Me Anymore
Sik World,7 Years (Remix),7 Years (Remix)
MC Virgins;wonder,Anime Thighs,Anime Thighs
Sinoda,Kujo Freestyle,Kujo Freestyle
Kuzu Mellow,Sunflower Feelings,Sunflower Feelings
YNG Martyr,Nike Ticks,Nike Ticks
Aries,WELCOME HOME,SAYONARA
Aries,WELCOME HOME,BAD NEWS
Aries,WELCOME HOME,CAROUSEL
Xuitcasecity,Need Somebody (Acoustic),Need Somebody (Acoustic)
Sik World,Still Lost,Idgaf
Aries,WELCOME HOME,RACECAR
Aries,WELCOME HOME,SANTA MONICA
Sik World,Still Lost,Reflection
Marc Anthony,3.0,Vivir Mi Vida
Marc Anthony,Marc Anthony,You Sang To Me
Marc Anthony,3.0,Flor Pálida
Luis Enrique,Ciclos,Yo No Sé Mañana
Loren Allred,The Greatest Showman (Original Motion Picture Soundtrack),Never Enough
Ziv Zaifman;Hugh Jackman;Michelle Williams,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams
Keala Settle;The Greatest Showman Ensemble,The Greatest Showman (Original Motion Picture Soundtrack),This Is Me
Hugh Jackman;Keala Settle;Zac Efron;Zendaya;The Greatest Showman Ensemble,The Greatest Showman (Original Motion Picture Soundtrack),The Greatest Show
Ben Platt,Sing To Me Instead,Grow As We Go
Lea Michele,Places,Run to You
Alex Brightman;Sophia Anne Caruso;Kerry Butler;Rob McClure,Beetlejuice (Original Broadway Cast Recording),Say My Name
Austyn Johnson;Cameron Seely;Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams (Reprise)
Hugh Jackman;The Greatest Showman Ensemble,The Greatest Showman (Original Motion Picture Soundtrack),From Now On
Ryan McCartan;Barrett Wilbert Weed;Michelle Duffy,Heathers: The Musical (World Premiere Cast Recording),Meant to Be Yours
Jessica Keenan Wynn;Alice Lee;Elle McLemore,Heathers: The Musical (World Premiere Cast Recording),Candy Store
Ben Platt;Kristolyn Lloyd;Will Roland;Laura Dreyfuss;Original Broadway Cast of Dear Evan Hansen,Dear Evan Hansen (Original Broadway Cast Recording),You Will Be Found
Ben Platt;Laura Dreyfuss,Dear Evan Hansen (Original Broadway Cast Recording),If I Could Tell Her
Christy Altomare,Anastasia (Original Broadway Cast Recording),Once Upon a December
Christopher Fitzgerald;Kimiko Glenn;Waitress Original Broadway Cast Ensemble,Waitress (Original Broadway Cast Recording),Never Ever Getting Rid of Me
Ben Platt;Original Broadway Cast of Dear Evan Hansen,Dear Evan Hansen (Original Broadway Cast Recording),Waving Through A Window
Mike Faist;Ben Platt;Will Roland,Dear Evan Hansen (Original Broadway Cast Recording),"Sincerely, Me"
Idina Menzel;Michael Bublé,Holiday Wishes,Baby It's Cold Outside (duet with Michael Bublé)
Laura Dreyfuss;Ben Platt,Dear Evan Hansen (Original Broadway Cast Recording),Only Us
Barrett Wilbert Weed;Ryan McCartan,Heathers: The Musical (World Premiere Cast Recording),Dead Girl Walking
Barrett Wilbert Weed;Katie Ladner;Alice Lee;Jessica Keenan Wynn;Elle McLemore,Heathers: The Musical (World Premiere Cast Recording),Beautiful
Ben Platt,Dear Evan Hansen (Original Broadway Cast Recording),For Forever
Rosario Dawson;Taye Diggs;Idina Menzel;Jesse L. Martin;Adam Pascal;Tracie Thoms;Anthony Rapp;Wilson Jermaine Heredia,RENT (Original Motion Picture Soundtrack),Seasons of Love
Amber Efe;Kate Shindle;Laura Bell Bundy;'Legally Blonde' Ensemble;Manuel Herrera;Matthew Risch,Legally Blonde The Musical (Original Broadway Cast Recording),There! Right There!
Sara Ramirez,Sara Ramirez - EP,The Story
Barrett Wilbert Weed;Michelle Duffy;Daniel Cooney;Ryan McCartan;Elle McLemore,Heathers: The Musical (World Premiere Cast Recording),Dead Girl Walking (Reprise)
Catherine Zeta-Jones;Susan Misner;Deidre Goodwin;Denise Faye;Ekaterina Chtchelkanova;Mya Harrison;Taye Diggs,Chicago - Music From The Miramax Motion Picture,Cell Block Tango
Sophia Anne Caruso;Beetlejuice Original Broadway Cast Recording Ensemble,Beetlejuice (Original Broadway Cast Recording),Dead Mom
Rachel Bay Jones;Jennifer Laura Thompson,Dear Evan Hansen (Original Broadway Cast Recording),Anybody Have a Map?
Barrett Wilbert Weed;Ryan McCartan,Heathers: The Musical (World Premiere Cast Recording),Seventeen
Ryan McCartan;Barrett Wilbert Weed,Heathers: The Musical (World Premiere Cast Recording),Freeze Your Brain
Jessie Mueller,Waitress (Original Broadway Cast Recording),She Used to Be Mine
Laura Dreyfuss;Michael Park;Jennifer Laura Thompson,Dear Evan Hansen (Original Broadway Cast Recording),Requiem
Barrett Wilbert Weed;Ryan McCartan,Heathers: The Musical (World Premiere Cast Recording),I Am Damaged
Barrett Wilbert Weed,Heathers: The Musical (World Premiere Cast Recording),Fight for Me
Rachel Bay Jones;Kristolyn Lloyd;Will Roland;Ben Platt,Dear Evan Hansen (Original Broadway Cast Recording),Good For You
Thomas Sanders,The Things We Used to Share,The Things We Used to Share
Jessica Keenan Wynn;Daniel Cooney;Dan Domenech;AJ Meijer;Michelle Duffy,Heathers: The Musical (World Premiere Cast Recording),The Me Inside of Me
John Mayer,Continuum,Slow Dancing in a Burning Room
John Mayer,The Search for Everything,You're Gonna Live Forever in Me
John Mayer,Continuum,Gravity
Jess Benko,"Do You Love Me, or Are You Just Lonely?",A Soulmate Who Wasn’t Meant to Be
John Mayer,Room For Squares,Your Body Is a Wonderland
John Mayer,Continuum,Waiting On the World to Change
John Mayer,Where the Light Is: John Mayer Live In Los Angeles,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007"
John Mayer,XO,XO
John Mayer,Battle Studies,Edge of Desire
Bruce Springsteen,Born In The U.S.A.,Dancing In the Dark
John Mayer,Continuum,The Heart of Life
John Mayer,The Search for Everything,Love on the Weekend
John Mayer,Continuum,Stop This Train
Jeff Buckley,Grace,Hallelujah
John Mayer,Battle Studies,Who Says
John Mayer,Battle Studies,Half of My Heart
John Mayer,Battle Studies,Heartbreak Warfare
Fleurie;Tommee Profitt,Love and War,Hurts Like Hell
John Mayer;Katy Perry,Paradise Valley,Who You Love (feat. Katy Perry)
Glen Hansard;Markéta Irglová,Music From The Motion Picture Once,Falling Slowly
John Mayer,The Search for Everything,In the Blood
John Mayer,Room For Squares,Neon
Bruce Springsteen,Born In The U.S.A.,I'm On Fire
John Mayer,Continuum,Dreaming with a Broken Heart
Bruce Springsteen,Born In The U.S.A.,Born in the U.S.A.
John Mayer,Say,Say
John Mayer,Room For Squares,Why Georgia
George Ezra,Wanted on Voyage (Expanded Edition),Blame It on Me
John Mayer,Heavier Things,Daughters
John Mayer,The Search for Everything,Rosie
Fan Sounds,Box Fan Long Loop For Sleep,Box Fan Long Loop For Sleep
Bedtime Baby,Baby Music: Help Your Baby Sleep Through The Night,Brahms' Lullaby
Rain Sounds XLE Library,A Collection of Soothing Night Rain,Rain Sound: Pouring
White Noise Baby Sleep;White Noise for Babies,Best White Noise for Baby Sleep - Loopable with No Fade,Clean White Noise - Loopable with no fade
Deep Sleep Music Collective,"Sleeping Music: Calm Music to Help You Sleep, Natural Sleep Aid and Relaxing Piano for Sleep Music",Sleeping Music (Deep Sleep)
Sleepy Times,Thunderstorm (Sleep & Mindfulness),"Thunderstorm for Relaxing Sleep, Pt. 47"
Airship Express,Sea Of Colors,Sea Of Colors
John Legend,Love In The Future (Expanded Edition),All of Me
Frank Ocean,Blonde,Pink + White
Frank Ocean,Chanel,Chanel
Ty Dolla $ign;The Weeknd;Wiz Khalifa;Mustard,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix"
Rag'n'Bone Man,Human (Deluxe),Human
Frank Ocean,Blonde,Ivy
Frank Ocean,Blonde,Nights
Frank Ocean,Blonde,White Ferrari
GASHI,GASHI,Roses
Ark Patrol;Veronika Redd,Let Go,Let Go
Alicia Keys,Girl on Fire (Remixes) - EP,Girl on Fire
Frank Ocean,Blonde,Self Control
Estelle;Kanye West,Shine,American Boy
Michael Jackson,Dangerous,Heal the World
Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You
Frank Ocean,Blonde,Nikes
Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",You Are Not Alone
Michael Jackson,Dangerous,Black or White
Michael Jackson,Scream,Thriller
Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Earth Song
John Legend,DARKNESS AND LIGHT,Love Me Now
Frank Ocean,Blonde,Solo
Alicia Keys,As I Am (Expanded Edition),No One
Michael Jackson,Bad 25th Anniversary,Man in the Mirror - 2012 Remaster
Alicia Keys,The Element Of Freedom,Empire State of Mind (Part II) Broken Down
Michael Jackson;Siedah Garrett,Bad 25th Anniversary,I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster
FKJ;((( O ))),French Kiwi Juice,Vibin' Out
Stwo;Jeremih,Neither Do I,Neither Do I
BAYNK,Someone's EP II,go with u
Frank Ocean,Blonde,Good Guy
Frank Ocean,Blonde,Skyline To
"Frank Ocean;JAY-Z;Tyler, The Creator",Biking,Biking
Michael Jackson,Thriller 25 Super Deluxe Edition,Human Nature
John Legend,Love In The Future (Expanded Edition),You & I (Nobody in the World)
Free Nationals;Daniel Caesar;Unknown Mortal Orchestra,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra)
Ginuwine,R&B: From Doo-Wop To Hip-Hop,Pony
Frank Ocean,Blonde,Close To You
Macy Gray,On How Life Is,I Try
Estopa,Estopa,Tu Calorro
Estopa,Estopa,Como Camarón
Fito y Fitipaldis,Lo mas lejos a tu lado,Soldadito marinero
Rels B,A Mí,A Mí
Bebe,Pafuera Telarañas,Siempre me quedará
Alejandro Sanz,Más,Corazón partío
Hombres G,Hombres G (Edición 30 Aniversario),Devuélveme a mi chica
La Oreja de Van Gogh,El Viaje de Copperpot,La Playa
La Oreja de Van Gogh,El Viaje de Copperpot,Cuídate
Alaska Y Dinarama,Deseo Carnal,Ni tú ni nadie
Mägo de Oz,Finisterra,Fiesta Pagana
Pablo Alborán,Pablo Alboran (Deluxe),Solamente tú
Duncan Dhu,Canciones,Cien gaviotas
Carlos Baute,Baute,Te regalo
Jarabe De Palo,Depende,Agua
Duncan Dhu,El Grito Del Tiempo,En algún lugar
Pablo Alborán;Jesse & Joy,Tanto (Edición Premium),Dónde está el amor (feat. Jesse & Joy)
Alejandro Sanz,Más,Amiga mía
Nacha Pop,Nacha Pop,Chica de ayer
Jobii,Vortex,First Sip of Coffee
Zara Larsson,Uncover,Uncover
Zara Larsson;R3HAB,Ain't My Fault (R3hab Remix),Ain't My Fault - R3hab Remix
Roxette,Look Sharp! (Extended Version),Listen To Your Heart
Icona Pop,THIS IS... ICONA POP,All Night
Roxette,Look Sharp! (Extended Version),The Look
Sanna Nielsen,7,Undo
First Aid Kit,Stay Gold,My Silver Lining
Lykke Li,Wounded Rhymes,I Follow Rivers
Meadows,The Only Boy Awake,The Only Boy Awake
Miike Snow,iii,Genghis Khan
Lykke Li,Youth Novels,Little Bit
Tikkle Me,Tikkle Me,Blow My Brains Out
Roxette,Joyride (Extended Version),Spending My Time
Berlin,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),"Take My Breath Away - Love Theme from ""Top Gun"""
Bronski Beat,The Age of Consent,Smalltown Boy
Limahl,Don't Suppose,Never Ending Story
Mr. Mister,Welcome To The Real World,Broken Wings
Duran Duran,Duran Duran,Come Undone
Alphaville,Forever Young (Super Deluxe Edition; 2019 Remaster),Forever Young - 2019 Remaster
Duran Duran,Duran Duran,Ordinary World
Fine Young Cannibals,The Raw & The Cooked,She Drives Me Crazy
FM-84;Ollie Wride,Atlas,Running in the Night
Modern Talking,In The Middle Of Nowhere,Geronimo's Cadillac
Climie Fisher,Everything,Love Changes (Everything)
A Flock Of Seagulls,A Flock Of Seagulls,I Ran (So Far Away)
Alphaville,Forever Young,Big in Japan
Alphaville,Forever Young (Super Deluxe Edition; 2019 Remaster),Big in Japan - 2019 Remaster
Modern Talking,Ready For Romance,Atlantis Is Calling (S.O.S. for Love)
Modern Talking,The First & Second Album (30th Anniversary Edition),You Can Win If You Want
Washed Out,Life of Leisure,Feel It All Around
Peter Schilling,The Different Story (World Of Lust And Crime),Major Tom - Coming Home
Talk Talk,It's My Life,It's My Life - 1997 Remaster
a-ha,Hunting High and Low,The Sun Always Shines on T.V.
Alphaville,Forever Young (Super Deluxe Edition; 2019 Remaster),Big in Japan - Single Version; 2019 Remaster
The Communards;Sarah Jane Morris,Communards,Don't Leave Me This Way (with Sarah Jane Morris)
Wham!,Make It Big,Freedom
The Beloved,Conscience,Sweet Harmony
New Order,Power Corruption and Lies,Age of Consent - 2015 Remaster
